customer_id,customer_name,email,phone,City,State,signup_date
CUST0258,Jonathan Sachar,jonathan.sachar31@outlook.com,48517357116,Delhi,Delhi,2024-12-11
CUST0259,Anthony Shukla,anthony.shukla63@yahoo.com,91378348143,Bengaluru,Karnataka,23-10-2023
CUST0260,Chavvi Bhat,chavvi.bhat63@yahoo.com,4074552709,Mumbai,Maharashtra,2024-07-29
CUST0261,Liam Pillai,liam.pillai22@gmail.com,8875510635,Pune,Maharashtra,2023-10-27
CUST0262,Kiaan Swamy,kiaan.swamy66@gmail.com,30326657125,Ahmedabad,Gujarat,2024-07-10
CUST0263,Madhavi Dugar,madhavi.dugar28@gmail.con,3436212518,Ahmedabad,Gujarat,2023-09-11
CUST0264,Ojasvi Ray,ojasvi.ray16@yahoo.com,2567420696,Pune,Maharashtra,25-08-2024
CUST0265,Owen Saraf,owen.saraf27@yahoo.com,8316417971,Chandigarh,Chandigarh,26-12-2023
CUST0266,Meera Pathak,meera.pathak74@outlook.com,4909151004,Hyderabad,Telangana,2024-11-26
CUST0267,Nihal Bajwa,nihal.bajwa84@yahoo.com,3841620059,Hyderabad,Telangana,2023-09-13
CUST0268,Megha Sampath,megha.sampath19@outlook.com,1622155663,Pune,Maharashtra,2024-07-04
CUST0269,Gunbir Lad,gunbir.lad48@gmail.con,75330372300,Surat,Gujarat,2024-08-18
CUST0270,Saanvi Mahajan,saanvi.mahajan86@outlook.com,6538159941,Lucknow,Uttar Pradesh,2024-12-02
CUST0271,Nirja Nagi,nirja.nagi71@yahoo.com,,Chennai,Tamil Nadu,2023-12-18
CUST0272,Kiaan Balay,kiaan.balay16@yahoo.com,611275499,Mumbai,Maharashtra,14-03-2024
CUST0273,Zayyan Khatri,zayyan.khatri36@gmail.com,60466526184,Indore,Madhya Pradesh,26-03-2023
CUST0274,Eshana Gill,eshana.gill90@yahoo.com,5399575493,Surat,Gujarat,2024-12-21
CUST0275,Zaid Prakash,zaid.prakash2@outlook.com,37378202497,Mumbai,Maharashtra,2024-12-11
CUST0276,Varenya Pandey,varenya.pandey41@outlook.com,6555530965,Delhi,Delhi,27-01-2024
CUST0277,Urvi Cheema,urvi.cheema68@gmail.com,2651926250,Delhi,Delhi,2024-03-26
CUST0278,Azaan Buch,azaan.buch28@gmail.com,5775608179,Indore,Madhya Pradesh,2023-07-05
CUST0279,Urvashi Mall,urvashi.mall36@gmail.com,59578295,Bengaluru,Karnataka,2024-06-09
CUST0280,Bina Zacharia,bina.zacharia67@yahoo.com,77035640136,Bengaluru,Karnataka,2024-10-23
CUST0281,Balveer Memon,balveer.memon64@gmail.com,2118915945,Bengaluru,Karnataka,2024-05-01
CUST0282,Darika Zacharia,darika.zacharia88@yahoo.com,6758998071,Ahmedabad,Gujarat,2023-01-18
CUST0283,Aarna Gala,aarna.gala37@gmail.con,72926862031,Ahmedabad,Gujarat,2023-03-26
CUST0284,Niharika Tank,niharika.tank27@yahoo.com,10668816113,Ahmedabad,Gujarat,2024-08-23
CUST0285,Yashvi Gole,yashvi.gole31@gmail.com,55868394976,Surat,Gujarat,29-04-2023
CUST0286,Hardik Bains,hardik.bains2@yahoo.com,9335353631,Delhi,Delhi,23-05-2024
CUST0287,Ekapad Dada,ekapad.dada17@outlook.com,8022315966,Chennai,Tamil Nadu,2023-01-31
CUST0288,Laban Mane,laban.mane59@outlook.com,902720127,Pune,Maharashtra,2023-06-20
CUST0289,Dominic Shankar,dominic.shankar95@gmail.com,1007779312,Bengaluru,Karnataka,2023-09-08
CUST0290,Lavanya Som,lavanya.som92@gmail.con,4838175523,Ahmedabad,Gujarat,2024-03-02
CUST0291,Megha Chakrabarti,megha.chakrabarti87@gmail.com,2733469627,Ahmedabad,Gujarat,17-02-2023
CUST0292,Netra Naidu,,5988961528,Chennai,Tamil Nadu,2023-10-26
CUST0293,Januja Sahota,januja.sahota26@yahoo.com,1154227411,Chandigarh,Chandigarh,25-01-2023
CUST0294,Balhaar Sathe,balhaar.sathe98@gmail.con,5325384106,Mumbai,Maharashtra,2023-11-11
CUST0295,Lakshmi Sagar,lakshmi.sagar92@outlook.com,2175774163,Bengaluru,Karnataka,2024-06-16
CUST0296,Maya Devi,maya.devi18@gmail.con,9859098044,Ahmedabad,Gujarat,2023-05-03
CUST0297,Aradhana Rana,aradhana.rana51@outlook.com,4617837464,Nagpur,Maharashtra,28-08-2023
CUST0298,Om Sheth,om.sheth22@gmail.con,38636148389,Delhi,Delhi,2023-04-05
CUST0299,Ria Wagle,ria.wagle16@gmail.com,,Indore,Madhya Pradesh,2023-08-11
CUST0300,Vasana Dar,vasana.dar12@yahoo.com,66651920511,Bengaluru,Karnataka,2024-06-09
